Price,Brand_Apple,Brand_Huawei,Brand_Samsung,Brand_Sony,Brand_Xiaomi,Is_iOS,Is_Android,Original_Price_HKD,Storage_GB,Months_Since_Release,Condition_Percentage,Condition_Score,Battery_Health_Percent,Battery_Cycle_Count,Seller_Years,Days_Since_Posted,Post_Recency_Log,image_count,seller_reviews_count,Seller_Reputation_Index,Is_Working,Is_MTR_Trade,Has_Warranty,Has_Box,Has_Receipt,Has_Accessories,Is_Firm_Price,Is_Urgent_Sale,Is_Premium_Tier,Has_Repair_History,Has_Crack_Or_Line,Has_Dual_SIM,Has_Brand_Keyword_Mismatch,Description_Length,Price_Diff_Original_Minus_Price_HKD,Product_Origin_Imported,Product_Origin_Mixed,Product_Origin_Official,Product_Origin_Unknown,Storage_Tier_129-256,Storage_Tier_257-512,Storage_Tier_<=128,Storage_Tier_>512,Storage_Tier_Unknown
1150.0,1,0,0,0,0,1,0,8599.0,256.0,79.0,96.0,3,96.0,29.0,3,7.0,2.0794415416798357,8,422,29.632123677326764,1,1,1,0,0,0,1,0,0,0,0,0,0,290,7449.0,0,0,0,1,1,0,0,0,0
3500.0,1,0,0,0,0,1,0,6899.0,256.0,19.0,98.0,3,95.0,29.0,4,0.0,0.0,7,91,22.6089428852452,1,1,1,0,0,0,0,0,0,0,0,0,0,40,3399.0,0,0,0,1,1,0,0,0,0
1700.0,1,0,0,0,0,1,0,7599.0,256.0,67.0,98.0,4,95.0,29.0,0,7.0,2.0794415416798357,5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5899.0,0,0,0,1,1,0,0,0,0
1800.0,1,0,0,0,0,1,0,7599.0,256.0,67.0,78.0,4,78.0,29.0,0,25.0,3.258096538021482,5,0,0.0,0,1,0,0,0,0,0,0,1,0,0,1,0,210,5799.0,0,0,1,0,1,0,0,0,0
1680.0,1,0,0,0,0,1,0,8499.0,128.0,67.0,75.0,2,95.0,29.0,5,0.0,0.0,7,139,24.70821211304652,1,1,1,0,0,0,0,0,1,1,0,0,0,224,6819.0,0,0,0,1,0,0,1,0,0
5799.0,1,0,0,0,0,1,0,10199.0,256.0,19.0,100.0,4,95.0,376.0,0,0.0,0.0,7,0,0.0,1,1,0,0,0,1,0,0,1,0,0,1,0,263,4400.0,0,0,0,1,1,0,0,0,0
3800.0,1,0,0,0,0,1,0,6899.0,256.0,31.0,99.0,4,99.0,29.0,10,1.0,0.6931471805599453,4,45,18.760342842796568,0,1,0,0,0,0,0,0,0,0,0,0,0,107,3099.0,0,0,0,1,1,0,0,0,0
7580.0,1,0,0,0,0,1,0,7899.0,512.0,49.0,100.0,4,100.0,29.0,5,0.0,0.0,4,362,29.472014171324258,0,0,1,0,0,0,0,0,0,0,0,0,0,0,319.0,0,0,0,1,0,1,0,0,0
7180.0,1,0,0,0,0,1,0,7899.0,512.0,49.0,98.0,4,95.0,29.0,8,1.0,0.6931471805599453,6,1408,36.2531775594934,0,0,1,0,0,0,1,0,0,0,0,0,0,2214,719.0,0,0,1,0,0,1,0,0,0
6900.0,1,0,0,0,0,1,0,7899.0,512.0,49.0,99.0,4,95.0,29.0,8,0.0,0.0,1,684,32.647094191311126,1,1,1,0,0,1,1,0,0,0,0,0,0,210,999.0,0,0,1,0,0,1,0,0,0
4100.0,1,0,0,0,0,1,0,8599.0,256.0,31.0,90.0,3,90.0,29.0,2,0.0,0.0,8,0,0.0,1,1,0,0,0,0,0,0,1,0,0,0,0,83,4499.0,0,0,1,0,1,0,0,0,0
850.0,1,0,0,0,0,1,0,5999.0,64.0,103.0,98.0,4,95.0,29.0,3,210.0,5.351858133476067,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,5149.0,0,0,0,1,0,0,1,0,0
7700.0,1,0,0,0,0,1,0,10199.0,512.0,19.0,98.0,3,90.0,29.0,7,2.0,1.0986122886681098,4,15,13.862943611198906,0,0,0,0,0,1,0,0,1,0,0,0,0,97,2499.0,0,0,0,1,0,1,0,0,0
5000.0,1,0,0,0,0,1,0,8599.0,256.0,31.0,84.0,3,84.0,29.0,6,6.0,1.9459101490553132,7,10,11.030318254872505,0,1,0,0,0,1,0,0,1,0,0,0,0,65,3599.0,0,0,0,1,1,0,0,0,0
5680.0,1,0,0,0,0,1,0,10199.0,512.0,31.0,87.0,4,95.0,29.0,0,0.0,0.0,4,0,0.0,1,1,0,0,0,0,0,0,1,0,0,0,0,63,4519.0,0,0,1,0,0,1,0,0,0
12580.0,1,0,0,0,0,1,0,7899.0,256.0,49.0,100.0,4,100.0,29.0,6,1.0,0.6931471805599453,3,650,32.39254821104284,0,1,1,0,0,0,0,0,1,0,0,0,0,43,-4681.0,0,0,1,0,0,0,0,0,1
2800.0,1,0,0,0,0,1,0,7899.0,256.0,55.0,100.0,3,95.0,29.0,8,90.0,4.51085950651685,8,74,21.15569175632792,1,1,0,0,0,0,0,0,1,0,0,0,0,51,5099.0,0,0,1,0,1,0,0,0,0
7000.0,1,0,0,0,0,1,0,10199.0,256.0,19.0,98.0,4,95.0,29.0,10,0.0,0.0,3,1573,36.80687714488674,0,0,1,0,0,1,0,0,1,0,0,1,0,1202,3199.0,0,1,0,0,1,0,0,0,0
3100.0,1,0,0,0,0,1,0,8599.0,128.0,43.0,98.0,4,95.0,29.0,10,9.0,2.302585092994046,1,701,32.769667020129056,1,1,1,0,0,1,0,0,1,0,0,0,0,755,5499.0,0,0,0,1,0,0,1,0,0
6980.0,1,0,0,0,0,1,0,10199.0,256.0,19.0,98.0,4,98.0,29.0,4,7.0,2.0794415416798357,8,560,31.64860452761348,1,1,1,0,0,0,0,0,1,0,0,1,0,443,3219.0,0,0,1,0,1,0,0,0,0
6000.0,1,0,0,0,0,1,0,10199.0,256.0,19.0,99.0,4,95.0,29.0,0,9.0,2.302585092994046,7,8,10.986122886681098,0,1,1,0,0,0,0,0,1,0,0,1,0,75,4199.0,0,0,0,1,1,0,0,0,0
5600.0,1,0,0,0,0,1,0,10199.0,256.0,19.0,98.0,4,95.0,29.0,0,12.0,2.5649493574615367,6,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,292,4599.0,0,0,0,1,1,0,0,0,0
6300.0,1,0,0,0,0,1,0,7899.0,256.0,49.0,98.0,4,95.0,29.0,9,0.0,0.0,2,82,22.09420303898299,0,1,0,1,1,0,0,0,0,0,0,0,0,33,1599.0,0,0,0,1,1,0,0,0,0
9700.0,1,0,0,0,0,1,0,7899.0,256.0,49.0,98.0,5,95.0,29.0,9,26.0,3.295836866004329,1,284,27.131948065289524,0,1,0,0,0,0,0,0,1,0,0,0,0,41,-1801.0,0,0,0,1,1,0,0,0,0
120.0,1,0,0,0,0,1,0,7899.0,16.0,49.0,98.0,1,95.0,29.0,3,29.0,3.4011973816621555,2,10,11.989476363991852,0,1,0,0,0,0,0,0,0,0,0,0,0,180,7779.0,0,0,0,1,0,0,1,0,0
1680.0,1,0,0,0,0,1,0,8499.0,128.0,67.0,98.0,4,95.0,29.0,0,21.0,3.091042453358316,6,0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,125,6819.0,0,0,0,1,0,0,1,0,0
3300.0,1,0,0,0,0,1,0,6899.0,128.0,31.0,90.0,3,90.0,29.0,2,22.0,3.1354942159291497,6,18,14.7221948958322,0,1,0,1,0,0,0,0,0,0,0,0,0,108,3599.0,0,0,1,0,0,0,1,0,0
3399.0,1,0,0,0,0,1,0,8599.0,256.0,31.0,100.0,4,95.0,29.0,2,0.0,0.0,10,123,23.619379671464685,0,0,1,0,0,1,0,0,0,0,0,1,0,1585,5200.0,1,0,0,0,1,0,0,0,0
4580.0,1,0,0,0,0,1,0,8599.0,256.0,31.0,98.0,3,95.0,29.0,10,17.0,2.8903717578961645,6,2191,38.462848240339525,0,1,1,0,0,0,0,0,1,1,0,0,0,1800,4019.0,0,1,0,0,1,0,0,0,0
6250.0,1,0,0,0,0,1,0,10199.0,256.0,19.0,100.0,4,95.0,5.0,9,0.0,0.0,5,20,15.222612188617116,0,0,1,0,0,1,0,0,1,0,0,0,0,396,3949.0,0,1,0,0,1,0,0,0,0
9680.0,1,0,0,0,0,1,0,7899.0,512.0,49.0,100.0,2,100.0,29.0,6,0.0,0.0,4,650,32.39254821104284,0,1,1,0,0,0,0,0,1,0,0,0,0,35,-1781.0,0,0,1,0,0,1,0,0,0
6300.0,1,0,0,0,0,1,0,7899.0,256.0,49.0,100.0,5,100.0,29.0,10,1.0,0.6931471805599453,8,1573,36.80687714488674,0,0,1,0,0,1,0,0,0,0,0,0,0,79,1599.0,0,0,1,0,1,0,0,0,0
150.0,1,0,0,0,0,1,0,7899.0,32.0,49.0,98.0,2,95.0,29.0,3,0.0,0.0,6,29,17.005986908310778,1,1,0,0,0,0,0,0,0,0,0,0,0,117,7749.0,0,0,0,1,0,0,1,0,0
2850.0,1,0,0,0,0,1,0,6899.0,128.0,31.0,98.0,4,100.0,29.0,8,12.0,2.5649493574615367,6,62,20.30136015931851,0,1,0,0,0,1,0,0,0,1,0,0,0,335,4049.0,0,0,0,1,0,0,1,0,0
2500.0,1,0,0,0,0,1,0,7899.0,128.0,55.0,79.0,3,79.0,29.0,11,0.0,0.0,7,58,20.3876872195286,1,1,0,1,0,0,0,0,0,0,0,0,0,84,5399.0,0,0,0,1,0,0,1,0,0
370.0,1,0,0,0,0,1,0,7899.0,256.0,49.0,98.0,2,95.0,29.0,9,1825.0,7.509883061154913,4,9,11.51292546497023,1,1,0,0,0,0,0,0,0,0,0,0,0,35,7529.0,0,0,0,1,0,0,0,0,1
5800.0,1,0,0,0,0,1,0,8599.0,256.0,43.0,98.0,4,95.0,29.0,0,60.0,4.110873864173311,1,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,92,2799.0,0,0,0,1,1,0,0,0,0
6000.0,1,0,0,0,0,1,0,7899.0,256.0,49.0,98.0,4,95.0,29.0,0,60.0,4.110873864173311,1,9,10.59189142777261,0,1,0,0,0,0,0,0,0,0,0,0,0,7,1899.0,0,0,0,1,1,0,0,0,0
6499.0,1,0,0,0,0,1,0,7899.0,256.0,49.0,98.0,5,95.0,29.0,10,3.0,1.3862943611198906,2,134,24.035846414348303,0,1,0,0,0,0,0,0,0,0,0,0,0,59,1400.0,0,0,0,1,1,0,0,0,0
4900.0,1,0,0,0,0,1,0,10199.0,256.0,31.0,98.0,3,95.0,29.0,2,30.0,3.4339872044851463,1,112,23.636939093561704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5299.0,1,0,0,0,0,0,0,0,1
2900.0,1,0,0,0,0,1,0,6899.0,128.0,19.0,100.0,4,100.0,29.0,0,12.0,2.5649493574615367,2,0,0.0,1,1,1,0,0,0,0,0,0,0,0,1,0,116,3999.0,0,0,0,1,0,0,1,0,0
800.0,1,0,0,0,0,1,0,6499.0,64.0,91.0,98.0,3,95.0,29.0,6,22.0,3.1354942159291497,2,2,5.493061443340549,0,1,0,0,0,0,0,0,0,0,0,0,0,226,5699.0,0,0,0,1,0,0,1,0,0
2000.0,1,0,0,0,0,1,0,5999.0,64.0,103.0,88.0,0,88.0,29.0,7,2190.0,7.692113339595466,2,2,3.295836866004329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3999.0,0,0,0,1,0,0,1,0,0
6280.0,1,0,0,0,0,1,0,8599.0,256.0,19.0,93.0,4,95.0,29.0,4,1.0,0.6931471805599453,8,560,31.64860452761348,1,1,1,0,0,0,0,0,1,0,0,0,0,427,2319.0,0,0,1,0,1,0,0,0,0
3499.0,1,0,0,0,0,1,0,8599.0,128.0,19.0,99.0,4,95.0,29.0,2,11.0,2.4849066497880004,6,123,23.619379671464685,0,0,1,0,0,1,0,0,0,1,0,1,0,887,5100.0,0,0,0,1,0,0,1,0,0
1480.0,1,0,0,0,0,1,0,3699.0,64.0,49.0,100.0,4,100.0,29.0,5,0.0,0.0,4,139,24.70821211304652,0,1,1,0,0,0,0,0,0,0,0,0,0,389,2219.0,0,0,0,1,0,0,1,0,0
9980.0,1,0,0,0,0,1,0,10199.0,512.0,19.0,98.0,5,95.0,29.0,6,21.0,3.091042453358316,1,208,26.177437834627575,0,0,0,0,0,0,0,0,1,0,0,0,0,34,219.0,0,0,1,0,0,1,0,0,0
1950.0,1,0,0,0,0,1,0,5999.0,256.0,55.0,75.0,3,95.0,29.0,2,28.0,3.367295829986474,5,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,4049.0,0,0,0,1,1,0,0,0,0
9300.0,1,0,0,0,0,1,0,9399.0,256.0,43.0,99.0,4,100.0,29.0,8,0.0,0.0,2,98,22.05657528064603,1,1,0,0,0,0,0,0,1,0,0,0,0,91,99.0,0,0,1,0,1,0,0,0,0
5999.0,1,0,0,0,0,1,0,10199.0,256.0,19.0,100.0,4,95.0,29.0,11,17.0,2.8903717578961645,7,34,17.065670695149183,0,1,0,0,0,0,0,0,1,0,0,1,0,142,4200.0,1,0,0,0,1,0,0,0,0
11280.0,1,0,0,0,0,1,0,7899.0,512.0,49.0,98.0,3,95.0,29.0,5,0.0,0.0,4,362,29.472014171324258,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-3381.0,0,0,0,1,0,1,0,0,0
6880.0,1,0,0,0,0,1,0,10199.0,256.0,19.0,95.0,4,95.0,29.0,2,3.0,1.3862943611198906,6,0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,147,3319.0,0,0,1,0,1,0,0,0,0
2900.0,1,0,0,0,0,1,0,9399.0,256.0,43.0,98.0,4,95.0,29.0,8,0.0,0.0,2,3,6.931471805599453,0,1,0,0,0,0,0,0,1,0,0,0,0,17,6499.0,1,0,0,0,1,0,0,0,0
180.0,1,0,0,0,0,1,0,3488.0,128.0,121.0,98.0,2,95.0,29.0,5,0.0,0.0,2,120,23.499373673424035,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3308.0,0,0,0,1,0,0,1,0,0
4490.0,1,0,0,0,0,1,0,10199.0,128.0,31.0,98.0,5,95.0,29.0,9,21.0,3.091042453358316,1,12,9.490312622607686,0,0,0,0,0,0,0,0,1,0,0,0,0,82,5709.0,0,0,0,1,0,0,1,0,0
6180.0,1,0,0,0,0,1,0,7899.0,256.0,49.0,98.0,2,95.0,29.0,8,7.0,2.0794415416798357,2,325,28.934486906833538,0,0,1,0,0,0,0,0,0,0,0,0,0,318,1719.0,0,0,1,0,1,0,0,0,0
6780.0,1,0,0,0,0,1,0,10199.0,256.0,19.0,88.0,4,100.0,29.0,0,4.0,1.6094379124341005,5,0,0.0,1,1,0,0,0,0,0,0,1,0,0,0,0,64,3419.0,0,0,0,1,1,0,0,0,0
6500.0,1,0,0,0,0,1,0,10199.0,256.0,19.0,90.0,3,90.0,544.0,0,6.0,1.9459101490553132,5,2,5.493061443340549,0,1,0,0,0,0,0,0,1,0,0,0,0,106,3699.0,0,0,0,1,1,0,0,0,0
4500.0,1,0,0,0,0,1,0,10199.0,512.0,31.0,98.0,4,95.0,29.0,5,7.0,2.0794415416798357,2,3,6.931471805599453,0,1,0,0,0,0,0,0,1,0,0,0,0,7,5699.0,0,0,0,1,0,1,0,0,0
8000.0,1,0,0,0,0,1,0,10199.0,256.0,19.0,100.0,4,95.0,29.0,3,17.0,2.8903717578961645,3,0,0.0,0,1,1,0,0,0,0,0,1,0,0,0,0,10,2199.0,0,0,0,1,1,0,0,0,0
4000.0,1,0,0,0,0,1,0,8599.0,128.0,31.0,85.0,3,95.0,29.0,2,3.0,1.3862943611198906,5,2,5.493061443340549,0,0,0,0,0,0,0,0,1,0,0,0,0,92,4599.0,0,0,0,1,0,0,1,0,0
2980.0,1,0,0,0,0,1,0,8999.0,512.0,55.0,98.0,4,95.0,29.0,0,8.0,2.1972245773362196,6,0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,109,6019.0,0,0,0,1,0,1,0,0,0
5899.0,1,0,0,0,0,1,0,8599.0,256.0,19.0,100.0,4,100.0,3.0,0,13.0,2.6390573296152584,7,0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,215,2700.0,0,0,0,1,1,0,0,0,0
2940.0,1,0,0,0,0,1,0,8999.0,512.0,55.0,98.0,4,95.0,29.0,0,2.0,1.0986122886681098,6,0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,113,6059.0,0,0,0,1,0,1,0,0,0
900.0,1,0,0,0,0,1,0,9499.0,256.0,91.0,75.0,1,95.0,29.0,9,27.0,3.332204510175204,2,13,12.403569449191714,1,1,0,0,0,0,0,0,1,0,0,0,0,46,8599.0,0,0,0,1,1,0,0,0,0
8800.0,1,0,0,0,0,1,0,10199.0,256.0,19.0,95.0,4,95.0,29.0,9,3.0,1.3862943611198906,7,284,27.131948065289524,0,1,0,1,0,1,0,0,1,0,0,0,0,56,1399.0,0,0,1,0,0,0,0,0,1
8480.0,1,0,0,0,0,1,0,10199.0,256.0,19.0,98.0,5,95.0,29.0,10,6.0,1.9459101490553132,2,2191,38.462848240339525,0,1,1,0,0,0,0,0,1,1,0,1,0,1964,1719.0,0,1,0,0,1,0,0,0,0
2950.0,1,0,0,0,0,1,0,9399.0,128.0,43.0,98.0,1,95.0,29.0,5,3.0,1.3862943611198906,3,2,5.493061443340549,1,1,0,1,0,0,0,0,1,0,0,0,0,68,6449.0,0,0,0,1,0,0,1,0,0
5380.0,1,0,0,0,0,1,0,10199.0,512.0,31.0,98.0,4,95.0,29.0,8,0.0,0.0,8,1408,36.2531775594934,0,0,1,0,0,1,1,0,1,0,0,0,0,2301,4819.0,0,0,1,0,0,1,0,0,0
2600.0,1,0,0,0,0,1,0,7899.0,256.0,55.0,98.0,4,95.0,29.0,10,0.0,0.0,7,1573,36.80687714488674,0,0,1,0,0,1,0,0,1,0,0,1,0,1607,5299.0,0,0,0,1,1,0,0,0,0
3799.0,1,0,0,0,0,1,0,8599.0,256.0,19.0,100.0,4,95.0,29.0,2,90.0,4.51085950651685,8,123,23.619379671464685,0,0,1,0,0,0,0,0,0,0,0,1,0,1035,4800.0,1,0,0,0,1,0,0,0,0
6280.0,1,0,0,0,0,1,0,7899.0,256.0,49.0,100.0,4,100.0,29.0,6,0.0,0.0,3,650,32.39254821104284,0,1,1,0,0,0,0,0,0,0,0,0,0,43,1619.0,0,0,1,0,1,0,0,0,0
1680.0,1,0,0,0,0,1,0,9499.0,256.0,91.0,100.0,4,95.0,29.0,5,270.0,5.602118820879701,10,139,24.70821211304652,1,1,1,0,0,0,0,0,1,0,0,1,0,295,7819.0,0,0,0,1,1,0,0,0,0
1780.0,1,0,0,0,0,1,0,9499.0,256.0,91.0,100.0,4,100.0,29.0,4,240.0,5.484796933490655,8,560,31.64860452761348,1,1,1,0,0,0,0,0,1,0,0,1,0,474,7719.0,0,0,1,0,1,0,0,0,0
11280.0,1,0,0,0,0,1,0,7899.0,512.0,49.0,100.0,4,100.0,29.0,5,0.0,0.0,4,362,29.472014171324258,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-3381.0,0,0,0,1,0,1,0,0,0
4800.0,1,0,0,0,0,1,0,7699.0,256.0,31.0,86.0,3,86.0,29.0,8,26.0,3.295836866004329,9,187,25.658565617866753,0,1,0,1,0,1,0,0,1,0,0,0,0,70,2899.0,0,0,0,1,1,0,0,0,0
10200.0,1,0,0,0,0,1,0,7899.0,256.0,49.0,98.0,5,95.0,29.0,6,5.0,1.791759469228055,3,50,19.659128163621627,0,1,0,0,1,1,0,0,0,0,0,0,0,167,-2301.0,0,0,0,1,0,0,0,0,1
2390.0,1,0,0,0,0,1,0,7899.0,256.0,55.0,73.0,3,73.0,29.0,6,25.0,3.258096538021482,9,92,22.209737516450957,0,1,0,1,1,1,1,0,1,0,1,1,0,1107,5509.0,1,0,0,0,1,0,0,0,0
9000.0,1,0,0,0,0,1,0,7899.0,256.0,49.0,98.0,4,95.0,29.0,8,2.0,1.0986122886681098,4,195,26.390573296152585,0,1,1,1,0,0,0,0,1,1,0,1,0,65,-1101.0,1,0,0,0,1,0,0,0,0
12600.0,1,0,0,0,0,1,0,10199.0,256.0,19.0,98.0,5,95.0,29.0,9,730.0,6.594413459749778,2,6,9.729550745276564,0,1,0,0,0,0,0,0,1,0,0,0,0,32,-2401.0,0,0,1,0,0,0,0,0,1
3000.0,1,0,0,0,0,1,0,7899.0,512.0,55.0,98.0,3,95.0,29.0,9,60.0,4.110873864173311,2,39,18.44439727056968,0,0,0,0,0,0,0,0,1,0,0,0,0,26,4899.0,0,0,0,1,0,1,0,0,0
6800.0,1,0,0,0,0,1,0,10199.0,256.0,19.0,99.0,4,95.0,29.0,2,10.0,2.3978952727983707,8,5,8.958797346140274,0,1,0,0,1,1,0,0,1,0,0,0,0,87,3399.0,0,0,1,0,1,0,0,0,0
6000.0,1,0,0,0,0,1,0,10199.0,256.0,19.0,98.0,4,95.0,29.0,0,9.0,2.302585092994046,8,8,10.986122886681098,0,1,1,0,0,0,0,0,1,0,0,1,0,75,4199.0,0,0,0,1,1,0,0,0,0
2999.0,1,0,0,0,0,1,0,6899.0,128.0,31.0,88.0,3,95.0,29.0,4,0.0,0.0,9,158,24.837630590879137,1,1,0,0,0,0,0,0,0,0,0,0,0,168,3900.0,0,0,0,1,0,0,1,0,0
5800.0,1,0,0,0,0,1,0,7899.0,256.0,49.0,100.0,4,95.0,29.0,0,60.0,4.110873864173311,1,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,2099.0,0,0,1,0,1,0,0,0,0
6300.0,1,0,0,0,0,1,0,7899.0,256.0,49.0,98.0,5,95.0,29.0,4,2.0,1.0986122886681098,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1599.0,0,0,1,0,1,0,0,0,0
1150.0,1,0,0,0,0,1,0,8599.0,64.0,79.0,76.0,3,76.0,29.0,0,1.0,0.6931471805599453,6,0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,243,7449.0,0,0,0,1,0,0,1,0,0
1980.0,1,0,0,0,0,1,0,8499.0,256.0,67.0,100.0,4,95.0,29.0,0,14.0,2.70805020110221,5,2,5.493061443340549,1,1,0,0,0,0,0,0,0,0,0,0,0,100,6519.0,0,0,0,1,1,0,0,0,0
3350.0,1,0,0,0,0,1,0,6899.0,256.0,31.0,98.0,2,95.0,29.0,0,1.0,0.6931471805599453,6,4,8.047189562170502,0,1,0,0,0,0,0,0,0,0,0,0,0,103,3549.0,0,0,0,1,1,0,0,0,0
8300.0,1,0,0,0,0,1,0,7899.0,256.0,49.0,99.0,4,95.0,29.0,8,0.0,0.0,1,684,32.647094191311126,1,1,1,1,0,1,1,0,0,0,0,0,0,215,-401.0,0,0,1,0,1,0,0,0,0
10500.0,1,0,0,0,0,1,0,7899.0,256.0,49.0,98.0,5,95.0,29.0,8,180.0,5.198497031265826,2,274,28.08385548833286,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-2601.0,0,0,0,1,1,0,0,0,0
1280.0,1,0,0,0,0,1,0,3699.0,128.0,49.0,100.0,3,100.0,29.0,2,0.0,0.0,9,13,13.195286648076292,0,1,1,0,0,0,1,0,0,1,0,1,0,269,2419.0,0,0,0,1,0,0,1,0,0
10880.0,1,0,0,0,0,1,0,7899.0,512.0,49.0,5.0,4,95.0,29.0,7,2.0,1.0986122886681098,2,1352,36.050398140853936,0,1,1,0,0,1,0,0,1,0,0,0,0,469,-2981.0,0,0,0,1,0,1,0,0,0
6500.0,1,0,0,0,0,1,0,10199.0,256.0,19.0,98.0,4,95.0,29.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3699.0,0,0,0,1,1,0,0,0,0
10500.0,1,0,0,0,0,1,0,7899.0,256.0,49.0,98.0,5,95.0,29.0,0,2.0,1.0986122886681098,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-2601.0,0,0,0,1,1,0,0,0,0
6880.0,1,0,0,0,0,1,0,10199.0,256.0,19.0,98.0,3,95.0,29.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3319.0,0,0,1,0,1,0,0,0,0
5080.0,1,0,0,0,0,1,0,7699.0,256.0,19.0,98.0,3,95.0,29.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2619.0,0,0,0,1,1,0,0,0,0
680.0,1,0,0,0,0,1,0,8588.0,64.0,103.0,98.0,3,95.0,29.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7908.0,0,0,1,0,0,0,1,0,0
